,period,region,technology,cost
0,1990,CAZ,Bus_tmp_vehicletype,0.11132957619863901
1,2005,CAZ,Bus_tmp_vehicletype,0.11263452723809698
2,2010,CAZ,Bus_tmp_vehicletype,0.11362154237992501
3,2015,CAZ,Bus_tmp_vehicletype,0.114393901756846
4,2020,CAZ,Bus_tmp_vehicletype,0.114697010440385
5,2025,CAZ,Bus_tmp_vehicletype,0.0955183223336174
6,2030,CAZ,Bus_tmp_vehicletype,0.0761836813497315
7,2035,CAZ,Bus_tmp_vehicletype,0.0762403739749895
8,2040,CAZ,Bus_tmp_vehicletype,0.0762874937447324
9,2045,CAZ,Bus_tmp_vehicletype,0.0763865232345177
10,2050,CAZ,Bus_tmp_vehicletype,0.0764933727233677
11,2055,CAZ,Bus_tmp_vehicletype,0.0766325840721594
12,2060,CAZ,Bus_tmp_vehicletype,0.0767698133076399
13,2070,CAZ,Bus_tmp_vehicletype,0.0769256364338919
14,2080,CAZ,Bus_tmp_vehicletype,0.0769601002495678
15,2090,CAZ,Bus_tmp_vehicletype,0.0769405630185464
16,2100,CAZ,Bus_tmp_vehicletype,0.0768935905216803
17,1990,CAZ,Bus_tmp_vehicletype,0.11132957619863901
18,2005,CAZ,Bus_tmp_vehicletype,0.11263452723809698
19,2010,CAZ,Bus_tmp_vehicletype,0.11362154237992501
20,2015,CAZ,Bus_tmp_vehicletype,0.114393901756846
21,2020,CAZ,Bus_tmp_vehicletype,0.114697010440385
22,2025,CAZ,Bus_tmp_vehicletype,0.0955183223336174
23,2030,CAZ,Bus_tmp_vehicletype,0.0761836813497315
24,2035,CAZ,Bus_tmp_vehicletype,0.0762403739749895
25,2040,CAZ,Bus_tmp_vehicletype,0.0762874937447324
26,2045,CAZ,Bus_tmp_vehicletype,0.0763865232345177
27,2050,CAZ,Bus_tmp_vehicletype,0.0764933727233677
28,2055,CAZ,Bus_tmp_vehicletype,0.0766325840721594
29,2060,CAZ,Bus_tmp_vehicletype,0.0767698133076399
30,2070,CAZ,Bus_tmp_vehicletype,0.0769256364338919
31,2080,CAZ,Bus_tmp_vehicletype,0.0769601002495678
32,2090,CAZ,Bus_tmp_vehicletype,0.0769405630185464
33,2100,CAZ,Bus_tmp_vehicletype,0.0768935905216803
34,1990,CAZ,Bus_tmp_vehicletype,0.0729935675998976
35,2005,CAZ,Bus_tmp_vehicletype,0.0740688323400781
36,2010,CAZ,Bus_tmp_vehicletype,0.0748822655554437
37,2015,CAZ,Bus_tmp_vehicletype,0.0755187712784579
38,2020,CAZ,Bus_tmp_vehicletype,0.0757685451793326
39,2025,CAZ,Bus_tmp_vehicletype,0.0760265503444784
40,2030,CAZ,Bus_tmp_vehicletype,0.0761836813497315
41,2035,CAZ,Bus_tmp_vehicletype,0.0762403739749895
42,2040,CAZ,Bus_tmp_vehicletype,0.0762874937447324
43,2045,CAZ,Bus_tmp_vehicletype,0.0763865232345177
44,2050,CAZ,Bus_tmp_vehicletype,0.0764933727233677
45,2055,CAZ,Bus_tmp_vehicletype,0.0766325840721594
46,2060,CAZ,Bus_tmp_vehicletype,0.0767698133076399
47,2070,CAZ,Bus_tmp_vehicletype,0.0769256364338919
48,2080,CAZ,Bus_tmp_vehicletype,0.0769601002495678
49,2090,CAZ,Bus_tmp_vehicletype,0.0769405630185464
50,2100,CAZ,Bus_tmp_vehicletype,0.0768935905216803
51,1990,CAZ,Bus_tmp_vehicletype,0.0729935684770041
52,2005,CAZ,Bus_tmp_vehicletype,0.0740688328887947
53,2010,CAZ,Bus_tmp_vehicletype,0.0748822658914638
54,2015,CAZ,Bus_tmp_vehicletype,0.0755187714258968
55,2020,CAZ,Bus_tmp_vehicletype,0.0757685451831072
56,2025,CAZ,Bus_tmp_vehicletype,0.0760265503476381
57,2030,CAZ,Bus_tmp_vehicletype,0.0761836813524079
58,2035,CAZ,Bus_tmp_vehicletype,0.0762403739772608
59,2040,CAZ,Bus_tmp_vehicletype,0.0762874937466572
60,2045,CAZ,Bus_tmp_vehicletype,0.0763865232361561
61,2050,CAZ,Bus_tmp_vehicletype,0.076493372724777
62,2055,CAZ,Bus_tmp_vehicletype,0.0766325840733723
63,2060,CAZ,Bus_tmp_vehicletype,0.0767698133086813
64,2070,CAZ,Bus_tmp_vehicletype,0.0769256364346637
65,2080,CAZ,Bus_tmp_vehicletype,0.0769601002501575
66,2090,CAZ,Bus_tmp_vehicletype,0.0769405630190108
67,2100,CAZ,Bus_tmp_vehicletype,0.0768935905220543
68,1990,CAZ,Compact Car,0.33374796562885495
69,2005,CAZ,Compact Car,0.333769708649831
70,2010,CAZ,Compact Car,0.30085370800884803
71,2015,CAZ,Compact Car,0.267935702904785
72,2020,CAZ,Compact Car,0.201288712049001
73,2025,CAZ,Compact Car,0.210265686213666
74,2030,CAZ,Compact Car,0.219242448869037
75,2035,CAZ,Compact Car,0.22821907494817897
76,2040,CAZ,Compact Car,0.22595407075464102
77,2045,CAZ,Compact Car,0.22368901076470896
78,2050,CAZ,Compact Car,0.221423892140341
79,2055,CAZ,Compact Car,0.21915877372013398
80,2060,CAZ,Compact Car,0.216893618289847
81,2070,CAZ,Compact Car,0.21236319561646697
82,2080,CAZ,Compact Car,0.20783265166291698
83,2090,CAZ,Compact Car,0.203302049953494
84,2100,CAZ,Compact Car,0.20103673446493903
85,1990,CAZ,Compact Car,0.5664280302509279
86,2005,CAZ,Compact Car,0.566480890452124
87,2010,CAZ,Compact Car,0.453621867235413
88,2015,CAZ,Compact Car,0.34075524353915004
89,2020,CAZ,Compact Car,0.22788052616973198
90,2025,CAZ,Compact Car,0.22702760240256897
91,2030,CAZ,Compact Car,0.22617498055875399
92,2035,CAZ,Compact Car,0.22532254401568103
93,2040,CAZ,Compact Car,0.22429951044996302
94,2045,CAZ,Compact Car,0.223276523311245
95,2050,CAZ,Compact Car,0.22225361123764198
96,2055,CAZ,Compact Car,0.22142726791991
97,2060,CAZ,Compact Car,0.220600950975555
98,2070,CAZ,Compact Car,0.21895570279818
99,2080,CAZ,Compact Car,0.21731790001845397
100,2090,CAZ,Compact Car,0.215694002406017
101,2100,CAZ,Compact Car,0.21488192598197603
102,1990,CAZ,Compact Car,0.238399827879473
103,2005,CAZ,Compact Car,0.238405519100148
104,2010,CAZ,Compact Car,0.23261845902798
105,2015,CAZ,Compact Car,0.22686265457146
106,2020,CAZ,Compact Car,0.221049820872847
107,2025,CAZ,Compact Car,0.21934223190198499
108,2030,CAZ,Compact Car,0.21764139596408497
109,2035,CAZ,Compact Car,0.21594710440206502
110,2040,CAZ,Compact Car,0.214943902422763
111,2045,CAZ,Compact Car,0.213950851780501
112,2050,CAZ,Compact Car,0.212967694551488
113,2055,CAZ,Compact Car,0.21249932375138397
114,2060,CAZ,Compact Car,0.21203095285121898
115,2070,CAZ,Compact Car,0.211094271000182
116,2080,CAZ,Compact Car,0.210157682935818
117,2090,CAZ,Compact Car,0.209221125559998
118,2100,CAZ,Compact Car,0.20875256730172
119,1990,CAZ,Compact Car,0.19978074585648398
120,2005,CAZ,Compact Car,0.19978448221348397
121,2010,CAZ,Compact Car,0.19978532012715
122,2015,CAZ,Compact Car,0.19978619518785898
123,2020,CAZ,Compact Car,0.202196557440034
124,2025,CAZ,Compact Car,0.201393781171969
125,2030,CAZ,Compact Car,0.200590899240661
126,2035,CAZ,Compact Car,0.19978795057510898
127,2040,CAZ,Compact Car,0.199788240845734
128,2045,CAZ,Compact Car,0.19978849236288101
129,2050,CAZ,Compact Car,0.199788703361208
130,2055,CAZ,Compact Car,0.19978879954214698
131,2060,CAZ,Compact Car,0.199788888576798
132,2070,CAZ,Compact Car,0.199789039657405
133,2080,CAZ,Compact Car,0.199789151744528
134,2090,CAZ,Compact Car,0.199789234679536
135,2100,CAZ,Compact Car,0.199789300048724
136,1990,CAZ,Compact Car,0.21509374397092898
137,2005,CAZ,Compact Car,0.21509898672143302
138,2010,CAZ,Compact Car,0.215099880043298
139,2015,CAZ,Compact Car,0.21510091777878101
140,2020,CAZ,Compact Car,0.21751138370616196
141,2025,CAZ,Compact Car,0.216708401455184
142,2030,CAZ,Compact Car,0.21590535117791101
143,2035,CAZ,Compact Car,0.21510226905985397
144,2040,CAZ,Compact Car,0.215102649141948
145,2045,CAZ,Compact Car,0.215102991179644
146,2050,CAZ,Compact Car,0.21510327993757003
147,2055,CAZ,Compact Car,0.21510352645127803
148,2060,CAZ,Compact Car,0.21510375675138702
149,2070,CAZ,Compact Car,0.215104150895388
150,2080,CAZ,Compact Car,0.215104443815477
151,2090,CAZ,Compact Car,0.21510465974518803
152,2100,CAZ,Compact Car,0.21510484166144897
153,1990,CAZ,Domestic Aviation_tmp_vehicletype,0.17994563623801604
154,2005,CAZ,Domestic Aviation_tmp_vehicletype,0.179945579201999
155,2010,CAZ,Domestic Aviation_tmp_vehicletype,0.171596667051115
156,2015,CAZ,Domestic Aviation_tmp_vehicletype,0.16363561114108302
157,2020,CAZ,Domestic Aviation_tmp_vehicletype,0.17562657294872697
158,2025,CAZ,Domestic Aviation_tmp_vehicletype,0.16664251688244502
159,2030,CAZ,Domestic Aviation_tmp_vehicletype,0.15797503932396398
160,2035,CAZ,Domestic Aviation_tmp_vehicletype,0.14961356798792402
161,2040,CAZ,Domestic Aviation_tmp_vehicletype,0.14357002960336598
162,2045,CAZ,Domestic Aviation_tmp_vehicletype,0.0823528859358447
163,2050,CAZ,Domestic Aviation_tmp_vehicletype,0.08206636451621901
164,2055,CAZ,Domestic Aviation_tmp_vehicletype,0.0820581589593493
165,2060,CAZ,Domestic Aviation_tmp_vehicletype,0.0820500685132007
166,2070,CAZ,Domestic Aviation_tmp_vehicletype,0.082040901494251
167,2080,CAZ,Domestic Aviation_tmp_vehicletype,0.0820389042443863
168,2090,CAZ,Domestic Aviation_tmp_vehicletype,0.0820400924954337
169,2100,CAZ,Domestic Aviation_tmp_vehicletype,0.0820428977960989
170,1990,CAZ,Domestic Aviation_tmp_vehicletype,0.0721116176807243
171,2005,CAZ,Domestic Aviation_tmp_vehicletype,0.07211159721287201
172,2010,CAZ,Domestic Aviation_tmp_vehicletype,0.0687658905739664
173,2015,CAZ,Domestic Aviation_tmp_vehicletype,0.06557561274671299
174,2020,CAZ,Domestic Aviation_tmp_vehicletype,0.0625350602003147
175,2025,CAZ,Domestic Aviation_tmp_vehicletype,0.06082816712697099
176,2030,CAZ,Domestic Aviation_tmp_vehicletype,0.0591807799803846
177,2035,CAZ,Domestic Aviation_tmp_vehicletype,0.0575934544731514
178,2040,CAZ,Domestic Aviation_tmp_vehicletype,0.0575901549699936
179,2045,CAZ,Domestic Aviation_tmp_vehicletype,0.0575868517450871
180,2050,CAZ,Domestic Aviation_tmp_vehicletype,0.0575811011004021
181,2055,CAZ,Domestic Aviation_tmp_vehicletype,0.0575753437601323
182,2060,CAZ,Domestic Aviation_tmp_vehicletype,0.0575696671860503
183,2070,CAZ,Domestic Aviation_tmp_vehicletype,0.05756323524636099
184,2080,CAZ,Domestic Aviation_tmp_vehicletype,0.0575618338976911
185,2090,CAZ,Domestic Aviation_tmp_vehicletype,0.0575626676213064
186,2100,CAZ,Domestic Aviation_tmp_vehicletype,0.0575646359303044
187,1990,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
188,2005,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
189,2010,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
190,2015,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
191,2020,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
192,2025,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
193,2030,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
194,2035,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
195,2040,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
196,2045,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
197,2050,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
198,2055,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
199,2060,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
200,2070,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
201,2080,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
202,2090,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
203,2100,CAZ,Domestic Ship_tmp_vehicletype,0.000612179
204,1990,CAZ,Freight Rail_tmp_vehicletype,0.00507384239783429
205,2005,CAZ,Freight Rail_tmp_vehicletype,0.00508315621252257
206,2010,CAZ,Freight Rail_tmp_vehicletype,0.0050913376440686
207,2015,CAZ,Freight Rail_tmp_vehicletype,0.00509759106718733
208,2020,CAZ,Freight Rail_tmp_vehicletype,0.00509994260670979
209,2025,CAZ,Freight Rail_tmp_vehicletype,0.00510245315399817
210,2030,CAZ,Freight Rail_tmp_vehicletype,0.0051039659992978
211,2035,CAZ,Freight Rail_tmp_vehicletype,0.00510446771727318
212,2040,CAZ,Freight Rail_tmp_vehicletype,0.00510488616620261
213,2045,CAZ,Freight Rail_tmp_vehicletype,0.00510585563956627
214,2050,CAZ,Freight Rail_tmp_vehicletype,0.00510692451162157
215,2055,CAZ,Freight Rail_tmp_vehicletype,0.00510834059719334
216,2060,CAZ,Freight Rail_tmp_vehicletype,0.00510974236425003
217,2070,CAZ,Freight Rail_tmp_vehicletype,0.00511134470254242
218,2080,CAZ,Freight Rail_tmp_vehicletype,0.005111731571357079
219,2090,CAZ,Freight Rail_tmp_vehicletype,0.00511157632254681
220,2100,CAZ,Freight Rail_tmp_vehicletype,0.00511109062999291
221,1990,CAZ,Freight Rail_tmp_vehicletype,0.00817347154777335
222,2005,CAZ,Freight Rail_tmp_vehicletype,0.00819927802935915
223,2010,CAZ,Freight Rail_tmp_vehicletype,0.008219897680573941
224,2015,CAZ,Freight Rail_tmp_vehicletype,0.00823595510111075
225,2020,CAZ,Freight Rail_tmp_vehicletype,0.00824230748448728
226,2025,CAZ,Freight Rail_tmp_vehicletype,0.008248920535928909
227,2030,CAZ,Freight Rail_tmp_vehicletype,0.00825301793216613
228,2035,CAZ,Freight Rail_tmp_vehicletype,0.00825460014781323
229,2040,CAZ,Freight Rail_tmp_vehicletype,0.0082559463370759
230,2045,CAZ,Freight Rail_tmp_vehicletype,0.00825861037814842
231,2050,CAZ,Freight Rail_tmp_vehicletype,0.00826148343682562
232,2055,CAZ,Freight Rail_tmp_vehicletype,0.00826517773197633
233,2060,CAZ,Freight Rail_tmp_vehicletype,0.008268823885432241
234,2070,CAZ,Freight Rail_tmp_vehicletype,0.00827314738886235
235,2080,CAZ,Freight Rail_tmp_vehicletype,0.008274448943990391
236,2090,CAZ,Freight Rail_tmp_vehicletype,0.00827440624416614
237,2100,CAZ,Freight Rail_tmp_vehicletype,0.00827343385636988
238,1990,CAZ,HSR_tmp_vehicletype,0.21228694000998102
239,2005,CAZ,HSR_tmp_vehicletype,0.213466901355285
240,2010,CAZ,HSR_tmp_vehicletype,0.18848458915729802
241,2015,CAZ,HSR_tmp_vehicletype,0.163263265027978
242,2020,CAZ,HSR_tmp_vehicletype,0.13761320859519002
243,2025,CAZ,HSR_tmp_vehicletype,0.137869682952068
244,2030,CAZ,HSR_tmp_vehicletype,0.138026120598979
245,2035,CAZ,HSR_tmp_vehicletype,0.138082893870712
246,2040,CAZ,HSR_tmp_vehicletype,0.138130224761498
247,2045,CAZ,HSR_tmp_vehicletype,0.13822915805192598
248,2050,CAZ,HSR_tmp_vehicletype,0.13833591753348498
249,2055,CAZ,HSR_tmp_vehicletype,0.13847484396504098
250,2060,CAZ,HSR_tmp_vehicletype,0.138611825061451
251,2070,CAZ,HSR_tmp_vehicletype,0.13876811749490198
252,2080,CAZ,HSR_tmp_vehicletype,0.138804070346083
253,2090,CAZ,HSR_tmp_vehicletype,0.138786323694726
254,2100,CAZ,HSR_tmp_vehicletype,0.138740421315393
255,1990,CAZ,International Aviation_tmp_vehicletype,0.0516598388848729
256,2005,CAZ,International Aviation_tmp_vehicletype,0.0516598271298028
257,2010,CAZ,International Aviation_tmp_vehicletype,0.0492618529075661
258,2015,CAZ,International Aviation_tmp_vehicletype,0.0469749708812816
259,2020,CAZ,International Aviation_tmp_vehicletype,0.0447974220674585
260,2025,CAZ,International Aviation_tmp_vehicletype,0.0435755553105728
261,2030,CAZ,International Aviation_tmp_vehicletype,0.0423959171580325
262,2035,CAZ,International Aviation_tmp_vehicletype,0.0412571531626132
263,2040,CAZ,International Aviation_tmp_vehicletype,0.0412562413084278
264,2045,CAZ,International Aviation_tmp_vehicletype,0.0412529516495933
265,2050,CAZ,International Aviation_tmp_vehicletype,0.0412494360012428
266,2055,CAZ,International Aviation_tmp_vehicletype,0.0412453148655763
267,2060,CAZ,International Aviation_tmp_vehicletype,0.0412412515422419
268,2070,CAZ,International Aviation_tmp_vehicletype,0.0412366475273744
269,2080,CAZ,International Aviation_tmp_vehicletype,0.0412356444402541
270,2090,CAZ,International Aviation_tmp_vehicletype,0.0412362412306928
271,2100,CAZ,International Aviation_tmp_vehicletype,0.0412376501636088
272,1990,CAZ,International Ship_tmp_vehicletype,0.00076507635
273,2005,CAZ,International Ship_tmp_vehicletype,0.00076507635
274,2010,CAZ,International Ship_tmp_vehicletype,0.00076507635
275,2015,CAZ,International Ship_tmp_vehicletype,0.00076507635
276,2020,CAZ,International Ship_tmp_vehicletype,0.00076507635
277,2025,CAZ,International Ship_tmp_vehicletype,0.00076507635
278,2030,CAZ,International Ship_tmp_vehicletype,0.00076507635
279,2035,CAZ,International Ship_tmp_vehicletype,0.00076507635
280,2040,CAZ,International Ship_tmp_vehicletype,0.00076507635
281,2045,CAZ,International Ship_tmp_vehicletype,0.00076507635
282,2050,CAZ,International Ship_tmp_vehicletype,0.00076507635
283,2055,CAZ,International Ship_tmp_vehicletype,0.00076507635
284,2060,CAZ,International Ship_tmp_vehicletype,0.00076507635
285,2070,CAZ,International Ship_tmp_vehicletype,0.00076507635
286,2080,CAZ,International Ship_tmp_vehicletype,0.00076507635
287,2090,CAZ,International Ship_tmp_vehicletype,0.00076507635
288,2100,CAZ,International Ship_tmp_vehicletype,0.00076507635
289,1990,CAZ,Large Car,0.333801068667409
290,2005,CAZ,Large Car,0.333801068667409
291,2010,CAZ,Large Car,0.300873428821721
292,2015,CAZ,Large Car,0.26794578897603305
293,2020,CAZ,Large Car,0.20129429873753302
294,2025,CAZ,Large Car,0.210270163354313
295,2030,CAZ,Large Car,0.21924602797109302
296,2035,CAZ,Large Car,0.228221892587874
297,2040,CAZ,Large Car,0.22595646815416198
298,2045,CAZ,Large Car,0.22369104372045004
299,2050,CAZ,Large Car,0.22142561928673699
300,2055,CAZ,Large Car,0.21916020043924697
301,2060,CAZ,Large Car,0.21689478159175699
302,2070,CAZ,Large Car,0.212363935238178
303,2080,CAZ,Large Car,0.207833080226
304,2090,CAZ,Large Car,0.20330224253101997
305,2100,CAZ,Large Car,0.201036823683529
306,1990,CAZ,Large Car,0.566557129806784
307,2005,CAZ,Large Car,0.566557129806784
308,2010,CAZ,Large Car,0.453661492622252
309,2015,CAZ,Large Car,0.340765855437719
310,2020,CAZ,Large Car,0.227870218253186
311,2025,CAZ,Large Car,0.227018660713665
312,2030,CAZ,Large Car,0.226167103174143
313,2035,CAZ,Large Car,0.225315545634621
314,2040,CAZ,Large Car,0.22429304805944897
315,2045,CAZ,Large Car,0.22327055048427696
316,2050,CAZ,Large Car,0.22224805290910396
317,2055,CAZ,Large Car,0.221422121683103
318,2060,CAZ,Large Car,0.22059619045710102
319,2070,CAZ,Large Car,0.218951604081523
320,2080,CAZ,Large Car,0.21731429378236997
321,2090,CAZ,Large Car,0.21569075970792104
322,2100,CAZ,Large Car,0.21487899267069696
323,1990,CAZ,Large Car,0.19978987179511498
324,2005,CAZ,Large Car,0.19978987179511498
325,2010,CAZ,Large Car,0.19978987179511498
326,2015,CAZ,Large Car,0.19978987179511498
327,2020,CAZ,Large Car,0.202199648507974
328,2025,CAZ,Large Car,0.201396389603688
329,2030,CAZ,Large Car,0.200593130699402
330,2035,CAZ,Large Car,0.19978987179511498
331,2040,CAZ,Large Car,0.19978987179511498
332,2045,CAZ,Large Car,0.19978987179511498
333,2050,CAZ,Large Car,0.19978987179511498
334,2055,CAZ,Large Car,0.19978987179511498
335,2060,CAZ,Large Car,0.19978987179511498
336,2070,CAZ,Large Car,0.19978987179511498
337,2080,CAZ,Large Car,0.19978987179511498
338,2090,CAZ,Large Car,0.19978987179511498
339,2100,CAZ,Large Car,0.19978987179511498
340,1990,CAZ,Large Car,0.21510654892258801
341,2005,CAZ,Large Car,0.21510654892258801
342,2010,CAZ,Large Car,0.21510654892258801
343,2015,CAZ,Large Car,0.21510654892258801
344,2020,CAZ,Large Car,0.21751632563544698
345,2025,CAZ,Large Car,0.21671306673116103
346,2030,CAZ,Large Car,0.215909807826875
347,2035,CAZ,Large Car,0.21510654892258801
348,2040,CAZ,Large Car,0.21510654892258801
349,2045,CAZ,Large Car,0.21510654892258801
350,2050,CAZ,Large Car,0.21510654892258801
351,2055,CAZ,Large Car,0.21510654892258801
352,2060,CAZ,Large Car,0.21510654892258801
353,2070,CAZ,Large Car,0.21510654892258801
354,2080,CAZ,Large Car,0.21510654892258801
355,2090,CAZ,Large Car,0.21510654892258801
356,2100,CAZ,Large Car,0.21510654892258801
357,1990,CAZ,Large Car,0.238393730792608
358,2005,CAZ,Large Car,0.23839416624721502
359,2010,CAZ,Large Car,0.232603357822014
360,2015,CAZ,Large Car,0.226845605681393
361,2020,CAZ,Large Car,0.221037609711511
362,2025,CAZ,Large Car,0.219333756237246
363,2030,CAZ,Large Car,0.21763610768154698
364,2035,CAZ,Large Car,0.215944541358915
365,2040,CAZ,Large Car,0.21494392016947303
366,2045,CAZ,Large Car,0.21395296595279298
367,2050,CAZ,Large Car,0.21297148832069102
368,2055,CAZ,Large Car,0.21250336666529504
369,2060,CAZ,Large Car,0.212035233171633
370,2070,CAZ,Large Car,0.21109896336325698
371,2080,CAZ,Large Car,0.210162699317232
372,2090,CAZ,Large Car,0.209226406267415
373,2100,CAZ,Large Car,0.208758074433798
374,1990,CAZ,Large Car and SUV,0.23875818875011398
375,2005,CAZ,Large Car and SUV,0.23875786679024105
376,2010,CAZ,Large Car and SUV,0.23315398804266502
377,2015,CAZ,Large Car and SUV,0.227547994433332
378,2020,CAZ,Large Car and SUV,0.17579911166742399
379,2025,CAZ,Large Car and SUV,0.187495910658504
380,2030,CAZ,Large Car and SUV,0.19936599409412697
381,2035,CAZ,Large Car and SUV,0.21140927393113698
382,2040,CAZ,Large Car and SUV,0.210361085585022
383,2045,CAZ,Large Car and SUV,0.20931207732832
384,2050,CAZ,Large Car and SUV,0.208262338577273
385,2055,CAZ,Large Car and SUV,0.20754488147074598
386,2060,CAZ,Large Car and SUV,0.206827434840121
387,2070,CAZ,Large Car and SUV,0.20539248385798
388,2080,CAZ,Large Car and SUV,0.20395740086287803
389,2090,CAZ,Large Car and SUV,0.202522235331555
390,2100,CAZ,Large Car and SUV,0.20180498339466602
391,1990,CAZ,Large Car and SUV,0.33250739090723397
392,2005,CAZ,Large Car and SUV,0.33250872778532004
393,2010,CAZ,Large Car and SUV,0.31575040338894206
394,2015,CAZ,Large Car and SUV,0.29897967722344
395,2020,CAZ,Large Car and SUV,0.282221828064442
396,2025,CAZ,Large Car and SUV,0.28039549091710303
397,2030,CAZ,Large Car and SUV,0.278567206827026
398,2035,CAZ,Large Car and SUV,0.276737391983284
399,2040,CAZ,Large Car and SUV,0.276497245336661
400,2045,CAZ,Large Car and SUV,0.276255772837453
401,2050,CAZ,Large Car and SUV,0.276013060006918
402,2055,CAZ,Large Car and SUV,0.275662081312947
403,2060,CAZ,Large Car and SUV,0.275310995918177
404,2070,CAZ,Large Car and SUV,0.274609351490337
405,2080,CAZ,Large Car and SUV,0.273907988435176
406,2090,CAZ,Large Car and SUV,0.273208117759058
407,2100,CAZ,Large Car and SUV,0.272858990172078
408,1990,CAZ,Large Car and SUV,0.220992971281862
409,2005,CAZ,Large Car and SUV,0.220992971281862
410,2010,CAZ,Large Car and SUV,0.21627610826286
411,2015,CAZ,Large Car and SUV,0.211559245243858
412,2020,CAZ,Large Car and SUV,0.20684238222485699
413,2025,CAZ,Large Car and SUV,0.205941672936709
414,2030,CAZ,Large Car and SUV,0.20504096364856197
415,2035,CAZ,Large Car and SUV,0.20414025436041397
416,2040,CAZ,Large Car and SUV,0.204135533145327
417,2045,CAZ,Large Car and SUV,0.20413081193023896
418,2050,CAZ,Large Car and SUV,0.20412609071515198
419,2055,CAZ,Large Car and SUV,0.20367036986692202
420,2060,CAZ,Large Car and SUV,0.20321464901869302
421,2070,CAZ,Large Car and SUV,0.20230320278385996
422,2080,CAZ,Large Car and SUV,0.201391752010652
423,2090,CAZ,Large Car and SUV,0.200480305743637
424,2100,CAZ,Large Car and SUV,0.200024582610129
425,1990,CAZ,Large Car and SUV,0.185195265461707
426,2005,CAZ,Large Car and SUV,0.185193796024262
427,2010,CAZ,Large Car and SUV,0.1857506501721
428,2015,CAZ,Large Car and SUV,0.186310192433224
429,2020,CAZ,Large Car and SUV,0.18920170669276898
430,2025,CAZ,Large Car and SUV,0.189090542685093
431,2030,CAZ,Large Car and SUV,0.18897832285046898
432,2035,CAZ,Large Car and SUV,0.188865250720089
433,2040,CAZ,Large Car and SUV,0.189742564550637
434,2045,CAZ,Large Car and SUV,0.190619029910607
435,2050,CAZ,Large Car and SUV,0.191494740484365
436,2055,CAZ,Large Car and SUV,0.191488409964245
437,2060,CAZ,Large Car and SUV,0.19148204618181602
438,2070,CAZ,Large Car and SUV,0.191469157043742
439,2080,CAZ,Large Car and SUV,0.191456037093029
440,2090,CAZ,Large Car and SUV,0.19144275578495498
441,2100,CAZ,Large Car and SUV,0.191436337949897
442,1990,CAZ,Large Car and SUV,0.193832117239745
443,2005,CAZ,Large Car and SUV,0.19383068287994396
444,2010,CAZ,Large Car and SUV,0.19358987178985998
445,2015,CAZ,Large Car and SUV,0.193351821502472
446,2020,CAZ,Large Car and SUV,0.195445189411122
447,2025,CAZ,Large Car and SUV,0.19295294615138103
448,2030,CAZ,Large Car and SUV,0.190459327615162
449,2035,CAZ,Large Car and SUV,0.18796457022141003
450,2040,CAZ,Large Car and SUV,0.187878678779
451,2045,CAZ,Large Car and SUV,0.18779191089920003
452,2050,CAZ,Large Car and SUV,0.18770437967333303
453,2055,CAZ,Large Car and SUV,0.18746064321679604
454,2060,CAZ,Large Car and SUV,0.18721687856488395
455,2070,CAZ,Large Car and SUV,0.186729239026597
456,2080,CAZ,Large Car and SUV,0.18624145524014604
457,2090,CAZ,Large Car and SUV,0.185753570078904
458,2100,CAZ,Large Car and SUV,0.18550971339529604
459,1990,CAZ,Light Truck and SUV,0.257310963734959
460,2005,CAZ,Light Truck and SUV,0.25916448926082897
461,2010,CAZ,Light Truck and SUV,0.234257913372822
462,2015,CAZ,Light Truck and SUV,0.208861165373649
463,2020,CAZ,Light Truck and SUV,0.148059213664609
464,2025,CAZ,Light Truck and SUV,0.15768993812847698
465,2030,CAZ,Light Truck and SUV,0.167155284586003
466,2035,CAZ,Light Truck and SUV,0.17647120692497
467,2040,CAZ,Light Truck and SUV,0.174407331858734
468,2045,CAZ,Light Truck and SUV,0.172413203714598
469,2050,CAZ,Light Truck and SUV,0.17043031541041598
470,2055,CAZ,Light Truck and SUV,0.169498003426493
471,2060,CAZ,Light Truck and SUV,0.16855142796060302
472,2070,CAZ,Light Truck and SUV,0.16649156575651503
473,2080,CAZ,Light Truck and SUV,0.16428057039464802
474,2090,CAZ,Light Truck and SUV,0.16202304828896
475,2100,CAZ,Light Truck and SUV,0.160859962471461
476,1990,CAZ,Light Truck and SUV,0.43980261077090504
477,2005,CAZ,Light Truck and SUV,0.442819385256235
